10041	28467	16334	36500	29169	25724	21478	39358	36962	34464	15705	38145	33281	26827	19961	10491	12995	21942	14827	15436	42391	24604	13902	10153	10292	22382	27421	28716	29718	29895	15447	31726	24771	21538	11869	29912	35667	36299	27035	19894	38703	33811	41322	40333	27673	14664	25141	17711	38253	16868	
35547	37644	42662	42757	30037	22859	18723	19741	37529	10778	22316	13035	32190	11842	10288	40106	19040	18942	29264	32648	37446	33805	25890	16729	34370	25350	25006	41101	34393	13548	29629	22623	34084	29954	28756	21840	14966	17376	23931	36308	26944	42439	34626	21323	15537	31538	26118	12082	32929	26541	
14833	41115	14639	39658	32704	19930	23977	12306	41673	32386	15021	38745	36924	29072	16270	15829	36777	25573	15097	26512	33986	23290	19161	28636	32355	34767	33655	25574	14031	22052	37350	11150	26941	31724	23966	13430	41107	40191	28007	21337	25457	22287	37753	20383	24945	18909	42209	19758	34221	28588	
16422	34946	37506	23030	26413	39168	10900	42591	28762	11655	27410	16359	37624	30537	31548	16483	37595	14041	13602	34350	20291	40836	19374	21020	14596	34021	37348	33199	29668	34484	18281	14734	10053	11999	36418	37938	16900	13788	28127	10467	13728	24893	34648	32483	27807	12421	24310	16617	32813	19514	
24309	17616	28935	27451	30600	15249	26519	41556	32798	40303	16224	21008	15844	42609	24989	42702	13195	30485	13093	24343	40523	11587	39314	19503	17448	35200	23458	16618	30580	29796	24798	25281	29589	30798	38009	37157	30472	33622	28538	22292	16038	34179	28190	39657	17958	16191	29815	32888	29156	21511	
26202	12634	34272	30055	30328	32646	36362	14886	28875	38433	39869	30142	33844	11416	31881	41998	20322	28651	20021	15699	13557	38476	37892	34389	15075	20712	12600	12510	31003	36869	27861	24688	23401	19789	25255	26423	15002	20585	34182	20285	37088	41426	38617	33757	19832	40932	14169	12154	35721	27189	
29976	41329	12368	38692	31425	20555	13434	26549	17441	19512	40145	28060	31718	13753	26139	22423	26279	35996	26687	22529	32549	27437	29866	22949	10193	33195	13297	30416	38286	26105	34488	26282	22455	35734	28114	21701	41316	30671	15786	22263	14313	34355	41185	30053	10912	20808	11832	30945	14313	37756	
38321	29558	33646	37982	10481	14144	33196	30222	17129	12161	15535	30450	21173	20466	22044	31659	36292	36439	27253	30024	36154	39510	14745	30649	23186	18313	14474	38022	12168	24018	28787	19905	27958	17391	20202	13625	36477	14414	19314	35824	39334	35874	34372	30159	21833	38070	17487	38297	17518	18177	
27773	42270	11763	12668	27192	23985	13102	18480	39213	17627	14802	14099	40527	12625	11543	11924	21023	39972	23061	24181	41003	37432	27505	37593	32725	23031	18492	10142	27222	41286	23064	17900	29187	18360	32413	40974	24270	39170	10235	40833	29711	35760	28896	14667	17285	22550	10140	23694	12695	31624	
38019	12125	36576	31694	32658	36302	27371	32466	14678	32593	33851	35484	11018	38464	31119	33152	12800	28087	41060	11926	19010	14757	42170	30315	19576	40227	22043	32758	17164	15109	17882	27086	39565	13487	39577	24474	12625	35627	15629	41928	35423	38520	16902	24962	10123	34596	13737	23261	20195	42525	
11264	18260	16202	18116	15030	30326	39011	40771	16411	35547	31153	31520	39790	24924	40188	31763	14940	30851	28662	23829	40900	27713	28958	27578	18365	23007	21477	11200	36058	16439	12303	22760	29357	12324	16477	15108	31113	24887	29801	32850	24460	32428	22993	37384	29405	16540	41111	38704	22835	42356	
16072	39350	28823	24485	30556	33216	11626	19357	18526	23357	39337	33271	33869	39361	22896	23022	39617	20112	22717	28696	21585	34041	34423	34129	34229	14565	16559	18932	32296	39855	22053	26962	13584	39734	16654	26972	31457	24369	32532	12963	12607	12483	10911	21635	20067	32848	14675	22938	12223	32142	
33754	16511	32741	30175	31459	27825	13221	27870	11626	41934	25205	41783	33850	27398	32279	32701	22193	22734	11637	36534	15556	11993	20176	35705	16962	20548	25881	10300	24413	26641	29855	34855	23142	21462	37611	40877	30424	42678	11752	28443	38296	22673	20040	19313	10875	30072	22818	10610	11017	24932	
38112	40695	23169	33831	30040	36488	38685	29090	29497	12589	35990	25145	29353	29314	28651	36740	32044	21258	10335	18759	21192	17605	35264	22181	38503	13829	33775	30608	39292	15997	27549	39556	35561	41627	16467	39541	36129	41240	37813	39174	30601	16077	30215	18683	18213	33992	35824	15601	33392	25759	
12670	36428	38027	14084	20075	28786	25498	34970	16287	33847	42604	10503	31221	32663	15706	12363	19010	32171	37489	28240	22164	35542	17619	30913	17591	16704	41818	19232	10750	35205	14975	11539	10303	21422	31098	21247	23584	23648	12971	27864	32913	21075	31545	38712	27546	28678	11769	25262	18519	23985	
38289	25944	12865	28540	33245	35508	38318	37870	19601	38323	31132	34472	37152	35087	38570	39763	39901	27103	24423	13527	21600	36969	24015	15565	10028	31543	35347	12088	12943	22637	32409	36463	15049	14681	11588	21342	10608	42060	31221	11758	39954	30888	24146	10690	17949	22843	31430	35620	10748	37067	
14536	30783	28035	42226	25185	17038	19853	35629	21224	25748	29923	13359	42257	34766	14944	24955	33318	42726	35411	31025	30355	41001	32549	19496	28584	19515	27964	33342	18075	27913	26142	41196	31948	35072	30426	24606	36173	34429	42404	16705	30626	39812	29375	40093	26565	26036	24736	39141	40814	15994	
18256	16652	33936	40838	30482	11355	31015	11131	28230	27841	24625	12011	42637	14186	29690	11650	15662	31634	20893	20353	31416	23452	24008	17262	32233	15454	26303	26634	36303	24256	10148	21124	22317	14213	37109	34028	39200	31080	31318	26858	34050	34155	41361	25264	21903	13676	39643	36909	24902	13561	
38489	34948	11282	23653	40674	12220	15402	16923	13831	29369	13878	30259	29008	32619	33971	40003	31945	19781	36504	22392	42685	35313	16698	15589	22722	15938	29037	16410	41461	16234	22508	19961	13959	16493	11515	35269	34937	38869	10058	24700	23971	36264	25117	26215	34555	17815	28330	13039	40212	39288	
38082	11954	26085	30710	34484	34774	18380	39815	35951	16541	28115	11679	27110	35898	33073	10788	33977	28132	39956	38689	36113	20008	22941	25790	11723	31363	10028	35184	34778	17200	15071	11885	31974	11071	21333	32867	36153	24295	42168	30825	19676	25629	38650	12598	13309	14693	14686	40080	20116	22249	
